INOCTETS,OUTOCTETS,INERRORS
1787630400:,-nan,-nan
1787632200:,-nan,-nan
1787634000:,-nan,-nan
1787635800:,-nan,-nan
1787637600:,-nan,-nan
1787639400:,-nan,-nan
1787641200:,-nan,-nan
1787643000:,-nan,-nan
1787644800:,-nan,-nan
1787646600:,-nan,-nan
1787648400:,-nan,-nan
1787650200:,-nan,-nan
1787652000:,-nan,-nan
1787653800:,-nan,-nan
1787655600:,-nan,-nan
1787657400:,-nan,-nan
1787659200:,-nan,-nan
1787661000:,-nan,-nan
1787662800:,-nan,-nan
1787664600:,-nan,-nan
1787666400:,-nan,-nan
1787668200:,-nan,-nan
1787670000:,-nan,-nan
1787671800:,-nan,-nan
1787673600:,-nan,-nan
1787675400:,-nan,-nan
1787677200:,-nan,-nan
1787679000:,-nan,-nan
1787680800:,-nan,-nan
1787682600:,-nan,-nan
1787684400:,-nan,-nan
1787686200:,-nan,-nan
1787688000:,-nan,-nan
1787689800:,-nan,-nan
1787691600:,-nan,-nan
1787693400:,-nan,-nan
1787695200:,-nan,-nan
1787697000:,-nan,-nan
1787698800:,-nan,-nan
1787700600:,-nan,-nan
1787702400:,-nan,-nan
1787704200:,-nan,-nan
1787706000:,-nan,-nan
1787707800:,-nan,-nan
1787709600:,-nan,-nan
1787711400:,-nan,-nan
1787713200:,-nan,-nan
1787715000:,-nan,-nan
1787716800:,-nan,-nan
1787718600:,-nan,-nan
1787720400:,-nan,-nan
1787722200:,-nan,-nan
1787724000:,-nan,-nan
1787725800:,-nan,-nan
1787727600:,-nan,-nan
1787729400:,-nan,-nan
1787731200:,-nan,-nan
1787733000:,-nan,-nan
1787734800:,-nan,-nan
1787736600:,-nan,-nan
1787738400:,-nan,-nan
1787740200:,-nan,-nan
1787742000:,-nan,-nan
1787743800:,-nan,-nan
1787745600:,-nan,-nan
1787747400:,-nan,-nan
1787749200:,-nan,-nan
1787751000:,-nan,-nan
1787752800:,-nan,-nan
1787754600:,-nan,-nan
1787756400:,-nan,-nan
1787758200:,-nan,-nan
1787760000:,-nan,-nan
1787761800:,-nan,-nan
1787763600:,-nan,-nan
1787765400:,-nan,-nan
1787767200:,-nan,-nan
1787769000:,-nan,-nan
1787770800:,-nan,-nan
1787772600:,-nan,-nan
1787774400:,-nan,-nan
1787776200:,-nan,-nan
1787778000:,-nan,-nan
1787779800:,-nan,-nan
1787781600:,-nan,-nan
1787783400:,-nan,-nan
1787785200:,-nan,-nan
1787787000:,-nan,-nan
1787788800:,-nan,-nan
1787790600:,-nan,-nan
1787792400:,-nan,-nan
1787794200:,-nan,-nan
1787796000:,-nan,-nan
1787797800:,-nan,-nan
1787799600:,-nan,-nan
1787801400:,-nan,-nan
1787803200:,-nan,-nan
1787805000:,-nan,-nan
1787806800:,-nan,-nan
1787808600:,-nan,-nan
1787810400:,-nan,-nan
1787812200:,-nan,-nan
1787814000:,-nan,-nan
1787815800:,-nan,-nan
1787817600:,-nan,-nan
1787819400:,-nan,-nan
1787821200:,-nan,-nan
1787823000:,-nan,-nan
1787824800:,-nan,-nan
1787826600:,-nan,-nan
1787828400:,-nan,-nan
1787830200:,-nan,-nan
1787832000:,-nan,-nan
1787833800:,-nan,-nan
1787835600:,-nan,-nan
1787837400:,-nan,-nan
1787839200:,-nan,-nan
1787841000:,-nan,-nan
1787842800:,-nan,-nan
1787844600:,-nan,-nan
1787846400:,-nan,-nan
1787848200:,-nan,-nan
1787850000:,-nan,-nan
1787851800:,-nan,-nan
1787853600:,-nan,-nan
1787855400:,-nan,-nan
1787857200:,-nan,-nan
1787859000:,-nan,-nan
1787860800:,-nan,-nan
1787862600:,-nan,-nan
1787864400:,-nan,-nan
1787866200:,-nan,-nan
1787868000:,-nan,-nan
1787869800:,-nan,-nan
1787871600:,-nan,-nan
1787873400:,-nan,-nan
1787875200:,-nan,-nan
1787877000:,-nan,-nan
1787878800:,-nan,-nan
1787880600:,-nan,-nan
1787882400:,-nan,-nan
1787884200:,-nan,-nan
1787886000:,-nan,-nan
1787887800:,-nan,-nan
1787889600:,-nan,-nan
1787891400:,-nan,-nan
1787893200:,-nan,-nan
1787895000:,-nan,-nan
1787896800:,-nan,-nan
1787898600:,-nan,-nan
1787900400:,-nan,-nan
1787902200:,-nan,-nan
1787904000:,-nan,-nan
1787905800:,-nan,-nan
1787907600:,-nan,-nan
1787909400:,-nan,-nan
1787911200:,-nan,-nan
1787913000:,-nan,-nan
1787914800:,-nan,-nan
1787916600:,-nan,-nan
1787918400:,-nan,-nan
1787920200:,-nan,-nan
1787922000:,-nan,-nan
1787923800:,-nan,-nan
1787925600:,-nan,-nan
1787927400:,-nan,-nan
1787929200:,-nan,-nan
1787931000:,-nan,-nan
1787932800:,-nan,-nan
1787934600:,-nan,-nan
1787936400:,-nan,-nan
1787938200:,-nan,-nan
1787940000:,-nan,-nan
1787941800:,-nan,-nan
1787943600:,-nan,-nan
1787945400:,-nan,-nan
1787947200:,-nan,-nan
1787949000:,-nan,-nan
1787950800:,-nan,-nan
1787952600:,-nan,-nan
1787954400:,-nan,-nan
1787956200:,-nan,-nan
1787958000:,-nan,-nan
1787959800:,-nan,-nan
1787961600:,-nan,-nan
1787963400:,-nan,-nan
1787965200:,-nan,-nan
1787967000:,-nan,-nan
1787968800:,-nan,-nan
1787970600:,-nan,-nan
1787972400:,-nan,-nan
1787974200:,-nan,-nan
1787976000:,-nan,-nan
1787977800:,-nan,-nan
1787979600:,-nan,-nan
1787981400:,-nan,-nan
1787983200:,-nan,-nan
1787985000:,-nan,-nan
1787986800:,-nan,-nan
1787988600:,-nan,-nan
1787990400:,-nan,-nan
1787992200:,-nan,-nan
1787994000:,-nan,-nan
1787995800:,-nan,-nan
1787997600:,-nan,-nan
1787999400:,-nan,-nan
1788001200:,-nan,-nan
1788003000:,-nan,-nan
1788004800:,-nan,-nan
1788006600:,-nan,-nan
1788008400:,-nan,-nan
1788010200:,-nan,-nan
1788012000:,-nan,-nan
1788013800:,-nan,-nan
1788015600:,-nan,-nan
1788017400:,-nan,-nan
1788019200:,-nan,-nan
1788021000:,-nan,-nan
1788022800:,-nan,-nan
1788024600:,-nan,-nan
1788026400:,-nan,-nan
1788028200:,-nan,-nan
1788030000:,-nan,-nan
1788031800:,-nan,-nan
1788033600:,-nan,-nan
1788035400:,-nan,-nan
1788037200:,-nan,-nan
1788039000:,-nan,-nan
1788040800:,-nan,-nan
1788042600:,-nan,-nan
1788044400:,-nan,-nan
1788046200:,-nan,-nan
1788048000:,-nan,-nan
1788049800:,-nan,-nan
1788051600:,-nan,-nan
1788053400:,-nan,-nan
1788055200:,-nan,-nan
1788057000:,-nan,-nan
1788058800:,-nan,-nan
1788060600:,-nan,-nan
1788062400:,-nan,-nan
1788064200:,-nan,-nan
1788066000:,-nan,-nan
1788067800:,-nan,-nan
1788069600:,-nan,-nan
1788071400:,-nan,-nan
1788073200:,-nan,-nan
1788075000:,-nan,-nan
1788076800:,-nan,-nan
1788078600:,-nan,-nan
1788080400:,-nan,-nan
1788082200:,-nan,-nan
1788084000:,-nan,-nan
1788085800:,-nan,-nan
1788087600:,-nan,-nan
1788089400:,-nan,-nan
1788091200:,-nan,-nan
1788093000:,-nan,-nan
1788094800:,-nan,-nan
1788096600:,-nan,-nan
1788098400:,-nan,-nan
1788100200:,-nan,-nan
1788102000:,-nan,-nan
1788103800:,-nan,-nan
1788105600:,-nan,-nan
1788107400:,-nan,-nan
1788109200:,-nan,-nan
1788111000:,-nan,-nan
1788112800:,-nan,-nan
1788114600:,-nan,-nan
1788116400:,-nan,-nan
1788118200:,-nan,-nan
1788120000:,-nan,-nan
1788121800:,-nan,-nan
1788123600:,-nan,-nan
1788125400:,-nan,-nan
1788127200:,-nan,-nan
1788129000:,-nan,-nan
1788130800:,-nan,-nan
1788132600:,-nan,-nan
1788134400:,-nan,-nan
1788136200:,-nan,-nan
1788138000:,-nan,-nan
1788139800:,-nan,-nan
1788141600:,-nan,-nan
1788143400:,-nan,-nan
1788145200:,-nan,-nan
1788147000:,-nan,-nan
1788148800:,-nan,-nan
1788150600:,-nan,-nan
1788152400:,-nan,-nan
1788154200:,-nan,-nan
1788156000:,-nan,-nan
1788157800:,-nan,-nan
1788159600:,-nan,-nan
1788161400:,-nan,-nan
1788163200:,-nan,-nan
1788165000:,-nan,-nan
1788166800:,-nan,-nan
1788168600:,-nan,-nan
1788170400:,-nan,-nan
1788172200:,-nan,-nan
1788174000:,-nan,-nan
1788175800:,-nan,-nan
1788177600:,-nan,-nan
1788179400:,-nan,-nan
1788181200:,-nan,-nan
1788183000:,-nan,-nan
1788184800:,-nan,-nan
1788186600:,-nan,-nan
1788188400:,-nan,-nan
1788190200:,-nan,-nan
1788192000:,-nan,-nan
1788193800:,-nan,-nan
1788195600:,-nan,-nan
1788197400:,-nan,-nan
1788199200:,-nan,-nan
1788201000:,-nan,-nan
1788202800:,-nan,-nan
1788204600:,-nan,-nan
1788206400:,-nan,-nan
1788208200:,-nan,-nan
1788210000:,-nan,-nan
1788211800:,-nan,-nan
1788213600:,-nan,-nan
1788215400:,-nan,-nan
1788217200:,-nan,-nan
1788219000:,-nan,-nan
1788220800:,-nan,-nan
1788222600:,-nan,-nan
1788224400:,-nan,-nan
1788226200:,-nan,-nan
1788228000:,-nan,-nan
1788229800:,-nan,-nan
1788231600:,-nan,-nan
1788233400:,-nan,-nan
1788235200:,-nan,-nan
1788237000:,-nan,-nan
1788238800:,-nan,-nan
1788240600:,-nan,-nan
1788242400:,-nan,-nan
1788244200:,-nan,-nan
1788246000:,-nan,-nan
1788247800:,-nan,-nan
1788249600:,-nan,-nan
1788251400:,-nan,-nan
1788253200:,-nan,-nan
1788255000:,-nan,-nan
1788256800:,-nan,-nan
1788258600:,-nan,-nan
1788260400:,-nan,-nan
1788262200:,-nan,-nan
1788264000:,-nan,-nan
1788265800:,-nan,-nan
1788267600:,-nan,-nan
1788269400:,-nan,-nan
1788271200:,-nan,-nan
1788273000:,-nan,-nan
1788274800:,-nan,-nan
1788276600:,-nan,-nan
1788278400:,-nan,-nan
1788280200:,-nan,-nan
1788282000:,-nan,-nan
1788283800:,-nan,-nan
1788285600:,-nan,-nan
1788287400:,-nan,-nan
1788289200:,-nan,-nan
1788291000:,-nan,-nan
1788292800:,-nan,-nan
1788294600:,-nan,-nan
1788296400:,-nan,-nan
1788298200:,-nan,-nan
1788300000:,-nan,-nan
1788301800:,-nan,-nan
1788303600:,-nan,-nan
1788305400:,-nan,-nan
1788307200:,-nan,-nan
1788309000:,-nan,-nan
1788310800:,-nan,-nan
1788312600:,-nan,-nan
1788314400:,-nan,-nan
1788316200:,-nan,-nan
1788318000:,-nan,-nan
1788319800:,-nan,-nan
1788321600:,-nan,-nan
1788323400:,-nan,-nan
1788325200:,-nan,-nan
1788327000:,-nan,-nan
1788328800:,-nan,-nan
1788330600:,-nan,-nan
1788332400:,-nan,-nan
1788334200:,-nan,-nan
1788336000:,-nan,-nan
1788337800:,-nan,-nan
1788339600:,-nan,-nan
1788341400:,-nan,-nan
1788343200:,-nan,-nan
1788345000:,-nan,-nan
1788346800:,-nan,-nan
1788348600:,-nan,-nan
1788350400:,-nan,-nan
1788352200:,-nan,-nan
1788354000:,-nan,-nan
1788355800:,-nan,-nan
1788357600:,-nan,-nan
1788359400:,-nan,-nan
1788361200:,-nan,-nan
1788363000:,-nan,-nan
1788364800:,-nan,-nan
1788366600:,-nan,-nan
1788368400:,-nan,-nan
1788370200:,-nan,-nan
1788372000:,-nan,-nan
1788373800:,-nan,-nan
1788375600:,-nan,-nan
1788377400:,-nan,-nan
1788379200:,-nan,-nan
1788381000:,-nan,-nan
1788382800:,-nan,-nan
1788384600:,-nan,-nan
1788386400:,-nan,-nan
1788388200:,-nan,-nan
1788390000:,-nan,-nan
1788391800:,-nan,-nan
1788393600:,-nan,-nan
1788395400:,-nan,-nan
1788397200:,-nan,-nan
1788399000:,-nan,-nan
1788400800:,-nan,-nan
1788402600:,-nan,-nan
1788404400:,-nan,-nan
1788406200:,-nan,-nan
1788408000:,-nan,-nan
1788409800:,-nan,-nan
1788411600:,-nan,-nan
1788413400:,-nan,-nan
1788415200:,-nan,-nan
1788417000:,-nan,-nan
1788418800:,-nan,-nan
1788420600:,-nan,-nan
1788422400:,-nan,-nan
1788424200:,-nan,-nan
1788426000:,-nan,-nan
1788427800:,-nan,-nan
1788429600:,-nan,-nan
1788431400:,-nan,-nan
1788433200:,-nan,-nan
1788435000:,-nan,-nan
1788436800:,-nan,-nan
1788438600:,-nan,-nan
1788440400:,-nan,-nan
